2,0,0.0
2,0,0.25132741228718347
2,0,0.5026548245743669
2,0,0.7539822368615503
2,0,1.0053096491487339
2,0,1.2566370614359172
2,0,1.5079644737231006
2,0,1.7592918860102842
2,0,2.0106192982974678
2,0,2.261946710584651
2,0,2.5132741228718345
2,0,2.764601535159018
2,0,3.015928947446201
2,0,3.267256359733385
2,0,3.5185837720205684
2,0,3.7699111843077513
2,0,4.0212385965949355
2,0,4.272566008882119
2,0,4.523893421169302
2,0,4.775220833456485
2,0,5.026548245743669
2,0,5.277875658030853
2,0,5.529203070318036
2,0,5.780530482605219
2,0,6.031857894892402
2.5,0,0.0
2.5,0,0.25132741228718347
2.5,0,0.5026548245743669
2.5,0,0.7539822368615503
2.5,0,1.0053096491487339
2.5,0,1.2566370614359172
2.5,0,1.5079644737231006
2.5,0,1.7592918860102842
2.5,0,2.0106192982974678
2.5,0,2.261946710584651
2.5,0,2.5132741228718345
2.5,0,2.764601535159018
2.5,0,3.015928947446201
2.5,0,3.267256359733385
2.5,0,3.5185837720205684
2.5,0,3.7699111843077513
2.5,0,4.0212385965949355
2.5,0,4.272566008882119
2.5,0,4.523893421169302
2.5,0,4.775220833456485
2.5,0,5.026548245743669
2.5,0,5.277875658030853
2.5,0,5.529203070318036
2.5,0,5.780530482605219
2.5,0,6.031857894892402
3,0,0.0
3,0,0.25132741228718347
3,0,0.5026548245743669
3,0,0.7539822368615503
3,0,1.0053096491487339
3,0,1.2566370614359172
3,0,1.5079644737231006
3,0,1.7592918860102842
3,0,2.0106192982974678
3,0,2.261946710584651
3,0,2.5132741228718345
3,0,2.764601535159018
3,0,3.015928947446201
3,0,3.267256359733385
3,0,3.5185837720205684
3,0,3.7699111843077513
3,0,4.0212385965949355
3,0,4.272566008882119
3,0,4.523893421169302
3,0,4.775220833456485
3,0,5.026548245743669
3,0,5.277875658030853
3,0,5.529203070318036
3,0,5.780530482605219
3,0,6.031857894892402
3.5,0,0.0
3.5,0,0.25132741228718347
3.5,0,0.5026548245743669
3.5,0,0.7539822368615503
3.5,0,1.0053096491487339
3.5,0,1.2566370614359172
3.5,0,1.5079644737231006
3.5,0,1.7592918860102842
3.5,0,2.0106192982974678
3.5,0,2.261946710584651
3.5,0,2.5132741228718345
3.5,0,2.764601535159018
3.5,0,3.015928947446201
3.5,0,3.267256359733385
3.5,0,3.5185837720205684
3.5,0,3.7699111843077513
3.5,0,4.0212385965949355
3.5,0,4.272566008882119
3.5,0,4.523893421169302
3.5,0,4.775220833456485
3.5,0,5.026548245743669
3.5,0,5.277875658030853
3.5,0,5.529203070318036
3.5,0,5.780530482605219
3.5,0,6.031857894892402
